Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75269.09914,77386.8151,76320.16593,69274.57126,66346.62801,66766.04233,65118.44547,64286.00551,64432.35057,65087.71734,66970.31359,69534.77191,72754.00984,75504.44857,71313.34035,76580.73722,84279.61998
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13349.03027,13547.25977,14760.48535,14853.08594,15736.44727,17097.17188,17319.9668,17780.93945,18759.56445,19662.64063,21291.41406,22865.50781,23556.4082,24280.8457,25945.03711,27763.1543,30011.01953,32885.10156,34830.07813,33886.58984,33423.06641,33313.47656,31834.27148,30374.90625,30080.26953,31815.29883,35718.73047,38288.26953,40559.51172,44041.91797,41734.54297,46110.09766,51322.69922
Czechia,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12725.20394,11655.47814,11848.5907,12124.34233,12738.91282,13860.02843,14689.74206,14824.62506,14978.07009,15396.31178,16238.61224,17624.43722,18252.57277,19539.05728,20932.1974,22095.38785,23922.15715,26285.70112,27974.48713,27761.79617,27880.54257,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41143.82705,44212.7465,42827.06001,45630.03781,49194.95779
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19463.62865,20996.1877,21721.85411,21875.23831,22797.55257,23565.65272,24078.54505,24572.63791,25345.66624,26291.21108,27204.29337,28373.97419,29178.63747,29909.67518,31334.01534,31794.09601,34158.12837,36292.07671,37802.38743,36816.20718,38950.71088,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054,57411.57059,56454.27943,59055.24146,63521.8994
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730.366512,3897.114312,4144.97437,4263.133406,4451.683846,4699.70967,4970.334219,5025.842736,5412.674317,5893.238371
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.264681,4582.514063,4784.069892,4999.20009,5105.574225,5370.387966,5641.331347,5871.252273,6174.20447,6305.334346,6633.073409,6797.378005,6697.380133,7244.348252,7650.995342,7931.104883,8548.310247,9332.598888,10187.88092,10132.52381,10328.07422,10521.08315,10245.14276,10470.26327,11184.64195,11327.08141,12159.62077,11511.60642,12134.16569,12921.12466,10830.32838,12027.04848,13540.22461
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18244.31864,19074.58902,19825.41402,20230.00101,21690.41697,22697.15736,23741.37346,24928.34562,25814.65817,26653.8239,28663.65188,29442.96229,30640.34562,30821.94318,32938.88288,34150.15946,37331.98008,39011.13939,41278.32683,40331.82423,43000.85664,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,59910.66484,60753.43406,66086.87946,74896.99622
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.649001,3747.893084,4177.943402,4501.803682,4627.191369,4900.299158,5194.223219,5656.024875,6006.414554,6353.716895,6697.521257,6913.0444,7231.224986,7172.966415,7451.835235,8298.495129,9219.267067,10042.90912,10430.09301,10458.85359,11317.47253,11760.64189,11781.88687,12348.42534,13321.76707,14564.94695,15911.15439,16524.53384,17904.45029,18941.71678,17707.68789,20553.09951,22841.0898
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.07638,6955.544827,7075.760231,6934.260301,6872.209302,7144.5735,7441.30154,7525.305678,7878.206579,8130.387872,8510.359279,8840.674166,9354.221725,10088.08677,10653.34303,11478.02805,11861.16606,12392.50592,12714.16166,12768.99372,13141.12026,13543.59872,13347.3628,13104.7371,13058.12457,12071.81418,11685.45142,11809.48303,12007.77471,12120.40637,11452.22662,12170.19378,13226.78957
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.09282,1598.079157,1776.164937,1979.8243,2199.392315,2428.58587,2656.7309,2848.805278,2870.384697,3047.241987,3311.309702,3571.283262,3869.198113,4244.208993,4698.314301,5258.165611,5935.771014,6758.461811,7396.639875,7936.1018,8736.133183,9579.183922,10370.96436,10956.75849,11462.35996,11783.12724,12304.09285,12977.85269,14049.02015,15029.81671,15261.88488,17013.84187,18830.13012
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955.134121,3129.244712,3264.697365,3350.931304,3452.056924,3578.041017,3773.071921,3924.19126,3890.212568,3965.406211,4165.49259,4265.066719,4342.063866,4588.492934,4941.66708,5317.306242,5755.286429,6178.462031,6464.386499,6557.081114,6962.494422,7373.575514,7745.346555,7971.018305,8192.259344,8295.839144,8604.567902,9029.886681,9477.236977,9754.54778,9351.849098,10275.14404,11598.5025
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.515138,3499.609943,3724.677559,3965.777917,4251.045218,4567.16442,4888.346295,5141.394747,5136.044615,5371.037984,5775.557101,6079.346726,6451.622888,6875.439074,7459.48447,8116.434166,8909.924094,9844.431124,10466.88146,10847.75037,11776.82507,12665.64451,13493.94549,14187.07801,14699.45203,15114.3301,15616.48708,16337.97051,17439.98265,18380.32792,18575.57647,20406.82893,22422.40945
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7082.709916,6908.646351,6362.309168,6128.751221,5523.398438,5522.671165,5590.605187,5840.105997,5342.528386,5523.648677,6197.585718,6544.578455,7007.955248,7754.226345,8659.273629,9750.320934,11651.74312,12970.8488,14824.06819,14293.63517,15302.58617,16894.38289,17915.14481,19329.38145,19693.9434,19251.72988,19659.00124,20859.54384,22282.47469,23023.68326,22862.51967,25402.08194,28269.98673
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11864.02937,12150.06288,12185.7008,12270.53164,12471.16795,12939.58534,13381.66004,13953.52504,14236.66879,14788.19176,15930.32793,16734.99262,17531.51771,18206.68662,19330.94275,20360.75338,22540.8608,24163.83587,25812.35264,25081.46796,26144.89808,27707.14299,28478.24252,29761.54423,30499.8561,30934.1999,32352.01186,34060.49414,35753.2108,37593.7318,36456.01015,39665.66352,44090.63067
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723.54975,4980.164486,5092.723701,5211.918652,5444.825754,5578.990707,5674.71435,5915.586324,6070.300144,5763.768975,5857.496022,6123.75719,6362.496502,6549.196227,7151.696928,7633.4708,8075.332999,8330.833977,8877.780987,8835.386646,9104.364063,9861.503581,10304.889,11142.67836,11708.653,11071.29472,11068.85685,11679.43023,11887.49225,11873.28931,10937.10677,11772.52896,12826.36135
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.370983,3714.139861,3877.524446,3991.881139,4145.005961,4332.385788,4533.0179,4760.722887,4974.88294,5238.501654,5581.587598,5788.831763,5895.005333,6075.145136,6362.904448,6721.253083,7260.118037,7830.489351,8385.944896,8663.002472,9033.344405,9178.853589,10506.9681,10623.73789,10306.91589,10890.24179,10593.7478,10995.00567,11636.49884,12280.60639,12661.1812,13440.61941,15095.99005
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17013.92673,17973.13867,18555.96187,18788.43351,19602.57811,20447.62182,21074.09229,21913.15089,22958.92901,23837.28216,25318.18662,26498.24406,27532.3615,27984.01292,29077.99445,30076.68469,32531.89191,34422.90357,35713.4522,34791.9598,35771.50653,37425.16132,37797.00476,38985.63431,39952.33208,41041.07669,43532.33472,45616.9253,47536.94092,50335.57906,48294.40177,51769.86444,56897.93023
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4564147,1075.95321,1292.300088,1284.941145,1362.146126,1477.285285,1499.976262,1499.547568,1462.741022,1581.029662,1598.41844,1523.315025,1523.883998,1573.082096,1578.938333,1618.849107,1449.063525,1476.515248,1496.076779,1628.750509,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13686.04545,14472.2397,14866.58955,14984.10507,15594.37361,16288.35855,16979.7981,17912.70408,19097.06341,19954.29022,21588.42375,22953.57157,24371.59885,25047.39727,26143.76871,27606.93405,30718.21884,32473.65389,33263.2724,32092.72206,31681.10055,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43108.7687,38022.72198,41182.45962,46331.65211
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6480.014731,6891.70966,7979.35824,8450.771682,8412.066776,9423.120101,10316.24992,11663.2715,13133.22958,14536.43575,16634.89274,19344.05183,22198.01674,22802.34218,20478.09003,21618.35695,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36410.12209,39007.16596,39441.84908,43476.85423,46556.38553
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.6514575,381.6612473,342.2883986,383.3347251,390.7279081,409.6915603,454.2462872,461.8837725,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1191.440622,1261.1133,1488.625755,1630.877462,1848.661116,1987.968754,2117.159362,2274.185566,2379.447888,2559.097324,2812.513134
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14825.22078,15496.00157,15965.85789,16207.70019,16953.83086,17758.08457,18349.31381,19067.47233,19967.68197,20744.27228,22077.0536,23171.27469,24186.02725,24707.23695,25863.54579,26814.10212,29123.16588,31036.61346,32492.63896,31816.63847,32866.66541,34495.08698,34965.18065,36064.85393,37065.00736,38223.3475,40551.01318,42665.47621,44652.64874,47497.1803,45934.57162,49366.50626,54625.54124
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489.919425,2502.062334,2504.798915,2435.051302,2275.462586,2253.503505,2280.379862,2389.229528,2486.467613,2519.483691,2673.730002,2793.058625,2814.056517,2758.141696,3146.986182,3371.159503,3624.464465,3876.08237,4053.6663,4009.593073,4177.97743,4201.394093,4409.919395,4607.172231,4616.864578,4416.180266,4471.737581,4617.705088,4765.698984,4862.385199,4574.784626,4777.522387,4956.318264
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18146.70448,17559.9234,17271.04873,17478.61879,18479.50811,19587.69796,20087.86683,21794.44258,23577.49295,24767.28067,26789.87867,27801.0248,28605.12232,29052.96517,31201.92731,32051.794,34452.89974,37843.11705,40083.69727,37972.65126,38954.48226,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,51811.55737,52305.28931,54778.26901,59470.14501
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.423231,3918.451712,4241.26852,4421.140569,4736.211637,4947.385724,5251.34418,5172.210557,5237.394111,5712.093443,5679.520947,5861.59028,6081.483697,6202.114052,6641.237026,6832.567839,7107.580991,7176.09575,7339.13894,7246.212855,7518.393297,7854.566626,8393.260798,9036.768351,10738.26639,11755.08618,11999.67766,12822.0136,13631.17515,13803.13539,11575.86069,11453.41881,14632.21006
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17710.19792,18338.99421,18962.22419,19206.04092,20003.84802,20777.89916,21357.52885,22241.79567,23357.45829,24304.40453,26091.84974,27490.86726,28518.82522,28168.6181,29055.35275,30494.21411,32462.96007,34122.70727,35092.69431,34676.36399,35899.40194,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,50500.96076,48288.35623,51378.22566,55387.46458
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.568199,1883.794808,1955.920325,2101.219238,2079.430495,2241.393972,2200.68202,2096.36409,2175.046104,2233.347279,2390.704776,2492.222614,2543.909693,2639.305783,2635.329051,2785.915483,2886.173391,2930.173965,2936.645552,3010.930208,3124.070887,3281.543351,3270.064339,3193.75913,3166.362211,3332.464763,3381.858244,3522.349367,3598.403014,3691.015088,3612.111836,3664.48684,3854.877001
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11959.5115,12769.40302,12321.91903,12767.9002,13175.70282,13764.21392,14162.83545,14856.69567,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14597.14731,15092.0306,14682.06377,15252.56126,16464.97432
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17091.30512,17420.42121,17840.55103,18673.34846,19755.25508,20595.70821,21946.10806,23069.38908,23688.38198,24493.50137,26531.58449,27912.63659,29089.05368,30317.39361,32054.77271,32726.13319,34732.8213,35519.7049,36744.79136,35024.71338,36492.08812,37224.37876,38343.0869,39954.21915,41278.12751,42496.85429,44082.11647,46048.20005,47090.4849,49191.21004,45756.65107,50361.27376,54929.83462
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.624172,4639.16997,2594.264909,1863.24541,1731.570403,1883.300463,2211.399454,2567.199691,2743.754227,2921.752209,3102.626251,3376.961757,3649.925686,4161.57306,4548.985213,5174.30883,5869.687432,6822.111181,7142.783064,6987.936514,7567.664126,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929,15624.97002,14748.63211,17088.88105,20172.07646
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.150843,1671.524688,1732.412519,1814.567732,1869.849594,1942.203292,2021.819786,2093.248333,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349,5572.669189,5558.356264,5981.617642,6473.089846
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6576081,898.3118912,918.7750303,958.002874,987.0458796,1025.066156,1059.925867,1110.980434,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575,2653.082556,2749.983505,2913.509484,3188.075104
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.265076,1462.137497,1486.162114,1512.005393,1498.485152,1498.328546,1514.674608,1569.740916,1595.494692,1671.837542,1752.253256,1841.950851,1759.005275,1863.056188,1989.54837,1945.583605,1935.12031,1985.716993,2084.664897,2169.269373,2254.050604,2049.349001,2033.281001,1960.584941,1874.262665,1913.415347,1918.697016,1927.039942,2060.974632,2171.664617,2157.035033,2291.404288,2496.495435
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.329345,1078.530688,1083.573417,1096.266966,1120.663757,1164.991551,1296.795308,1378.508768,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.406983,1970.71281,1904.658634,2020.854866,2191.164859
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1626947,579.9220665,770.2240064,843.6666062,968.5347191,1118.76954,1826.64663,4468.470039,5378.460744,6589.357146,7617.720584,12119.46637,14024.49044,15563.06278,21074.61661,24249.87047,25714.15635,29052.49128,33261.8694,32341.28341,28424.51936,29556.1131,32457.55078,30083.8921,29197.69173,20858.09644,17771.5628,19617.84471,18192.04991,16929.14277,15888.28461,16254.60193,17620.74097
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13312.0493,14019.57424,14329.54819,14349.85744,14874.72989,15433.25268,16149.9045,17155.88048,18034.21348,18464.73208,19519.95681,20958.79401,22615.93561,23897.82661,25460.59937,25577.52411,28547.29656,29323.97973,30856.01184,30359.45115,27911.69743,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31155.2614,28349.492,31477.81208,37075.11242
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.364459,4781.223083,4787.041392,4751.24109,4887.004898,5052.343616,5332.909689,5659.012135,6356.121654,6850.156545,7306.115958,7285.341369,7632.349357,8479.681512,8589.637125,9967.958141,9799.746305,10610.43005,10843.31622,10121.74045,10120.42616,10330.08298,10348.99851,10995.56926,12039.11205,13036.56082,13810.38775,14870.03149,15772.04804,16046.90915,13913.53161,15104.46454,17082.89267
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782,9040.834113,8859.01174,9850.904667,10821.75545
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032.566676,3338.537346,3675.066958,4057.806792,4483.936337,4794.589605,5257.631852,5666.524317,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12671.69077,13364.23566,19462.96786,24193.56647,42089.90036
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18124.23168,18903.72712,19610.85611,20204.03457,21175.30298,22108.53102,23080.88667,24104.89328,24908.17141,25909.42698,27547.81669,28470.50897,29397.20597,30425.48722,32161.21884,33741.60685,35953.84138,37742.59276,38754.12859,37697.43625,39143.55734,40810.13058,41949.09391,43298.5139,44436.60431,45199.52854,46506.91703,48417.55655,50445.2484,52369.49772,50962.88592,55404.14866,60806.3164
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18250.04796,19778.33163,21310.63584,22774.02989,24115.14015,24711.05958,25096.09469,26608.32927,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559,62119.40193,59022.83555,66248.81277,69072.31048
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.146936,1953.608861,2060.844886,2184.579062,2174.216229,2292.356782,2312.857701,2393.80816,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543,5851.742458,5309.790178,6148.664464,6743.330064
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.162565,1110.200782,1099.682994,1104.380312,1097.50226,1145.264597,1193.655785,1251.311776,1274.471308,1298.247342,1331.380616,1379.941434,1406.806942,1451.367816,1530.450931,1621.01674,1720.249351,1813.386891,1898.615646,1926.11902,2012.17672,2083.307817,2076.075371,2160.582966,2299.56506,2346.736622,2433.23499,2508.648486,2598.168008,2681.290212,2645.6816,2791.129161,3045.953859
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8054.474575,8804.354357,9534.266307,9887.481031,9939.949509,10669.43175,11650.43368,12774.82647,13697.30864,14694.4507,15455.12062,17636.47733,19575.5936,21032.75142,20274.42694,20091.23632,21139.96711,21509.73276,22182.30044,22409.26402,23391.2693,25318.80229,27267.50992,28980.64574,31660.46841,29690.58515,35155.62718,40240.01184
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.485152,2249.845124,2136.678375,2029.164795,1790.656341,1971.954088,2052.650674,2105.350947,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3005.800422,2938.044757,3138.541125,3200.042183,3286.586198,3244.292031,3136.849494,3179.257956,3306.170824
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8325.565973,8257.605892,8414.228128,8859.302158,9192.59043,9352.284657,9824.818318,10398.34357,10873.24786,11855.46471,13210.45771,14526.38826,15479.02673,16268.93885,17108.34058,18382.55855,19096.70547,20721.50241,20722.88699,21741.54584,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,34645.56538,34169.92228,36735.9099,41740.91126
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955.327726,3064.230389,3151.437459,3273.67895,3399.533791,3571.209509,3782.585815,3983.696199,4019.209046,4177.030819,4469.998507,4689.923139,4920.642298,5254.76694,5756.710326,6300.829853,7034.150268,7782.152531,8396.329109,8633.867201,9316.006893,10031.71958,10631.54965,11107.60805,11421.50529,11507.26324,11919.81515,12545.65095,13371.46385,14012.02913,13826.02122,15355.36908,17063.43743
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634.40521,2726.837495,2799.002591,2895.499451,2993.680391,3135.867919,3311.392984,3475.850531,3506.389714,3633.646527,3871.969092,4052.844043,4241.757366,4513.088194,4925.058299,5370.656684,5960.999036,6558.446215,7043.504914,7231.589868,7765.738431,8320.168217,8780.569867,9161.490531,9425.496941,9494.274323,9809.219935,10282.11132,10918.40566,11402.69085,11218.9132,12377.02543,13688.22406
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.485899,1396.217082,1423.292482,1435.615825,1444.18751,1492.100717,1552.048066,1599.979628,1633.472028,1671.67774,1738.491466,1809.174118,1882.970358,1970.061395,2109.621257,2261.49782,2420.328818,2574.78188,2695.767989,2783.148228,2914.476253,3034.621028,3132.111352,3285.327855,3462.475853,3546.617352,3646.378783,3754.334356,3938.136371,4083.187874,4018.232249,4285.409901,4683.895743
